Title,State,HarvestYear,HarvestDate,Weight,HiveID
Midsummer’s Harvest,NY,2018,07/17/2018,15,2276
Midsummer’s Harvest,NY,2018,07/20/2018,25.5,2287
Midsummer’s Harvest,NY,2018,08/15/2018,7.5,2300
Midsummer’s Harvest,RI,2018,08/09/2018,22.5,1132
Midsummer’s Harvest,RI,2018,08/09/2018,7.5,1197
Midsummer’s Harvest,RI,2018,08/09/2018,10.92,1379
Midsummer’s Harvest,RI,2018,08/09/2018,40,1468
Midsummer’s Harvest,RI,2018,08/09/2018,15,1563
Midsummer’s Harvest,RI,2018,08/09/2018,6,1926
Midsummer’s Harvest,RI,2018,08/09/2018,8.4,2210
Midsummers Harvest,MA,2018,08/08/2018,31.08,2173
Millard,NY,2018,09/26/2018,25.5,2276
Miner,MA,2018,10/15/2018,18,1693
Myers,MA,2018,10/04/2018,16.5,30
Naish,MA,2018,10/22/2018,7.5,121
Naughton,MA,2018,08/13/2018,15,863
Nelson,MA,2018,10/18/2018,18,1743
Nelson,MA,2018,08/21/2018,13.5,1743
Nicholson,MA,2018,10/09/2018,9,1973
NO LABELS,MA,2018,08/14/2018,16.875,1707
Not Ready-TBD,MA,2018,07/20/2018,6.58,276
O’Connor,MA,2018,10/19/2018,12,426
O’Connor,MA,2018,02/27/2018,7.5,441
Olson,MA,2018,10/15/2018,12,27
Oracle America,CA,2018,09/17/2018,15.375,2373
Ordway,MA,2018,11/01/2018,25.125,1123
Overlook Bees Co.,MA,2018,08/29/2018,5.04,2361
Palmer,CA,2018,12/05/2018,4.5,2178
Parker,MA,2018,02/27/2018,15,33
Petipas,MA,2018,10/15/2018,3,94
Pizzi,MA,2018,10/16/2018,13.5,2161
Pratt,MA,2018,10/19/2018,9,176
Pratt,MA,2018,10/19/2018,9,1574
Reed,MA,2018,10/30/2018,13.5,365
Reed,MA,2018,10/30/2018,15,406
Reid,MA,2018,10/17/2018,3,562
Remsen,MA,2018,10/09/2018,12.375,2203
Reservoir Place LLC,MA,2018,10/16/2018,5.18,614
Reservoir Place LLC,MA,2018,10/16/2018,10.08,615
Resnick,NY,2018,09/26/2018,23.25,1874
Roche,MA,2018,10/19/2018,7.5,994
Rogal,MA,2018,08/14/2018,17.625,1706
Rohrbach,MA,2018,10/15/2018,16.5,170
Romano,MA,2018,10/31/2018,7.5,2024
Romano,MA,2018,08/14/2018,22.5,2024
Rooney,MA,2018,10/17/2018,15,2286
Rosenthall,MA,2018,08/14/2018,22.5,989
Rossignol,MA,2018,10/24/2018,7.5,814
Seif,MA,2018,10/25/2018,15.12,1748
Silverstone,MA,2018,10/09/2018,13.5,2314
Smythe,MA,2018,11/01/2018,9,116
Special Labels,MA,2018,10/01/2018,9.1,497
Special Labels,MA,2018,07/23/2018,15.12,497
Special Labels,MA,2018,03/13/2018,2.5,497
Special Labels,MA,2018,10/01/2018,8.54,500
Spring Harvest,ME,2018,03/10/2018,9,1330
Spring’s Return,MA,2018,03/23/2018,4.5,27
Spring’s Return,MA,2018,03/23/2018,16.5,28
Spring’s Return,MA,2018,05/16/2018,10.5,30
Spring’s Return,MA,2018,05/18/2018,6,112
Spring’s Return,MA,2018,03/29/2018,4.5,126
Spring’s Return,MA,2018,04/23/2018,1.875,182
Spring’s Return,MA,2018,04/18/2018,13.5,185
Spring’s Return,MA,2018,05/12/2018,6,192
Spring’s Return,MA,2018,03/26/2018,6,230
Spring’s Return,MA,2018,05/24/2018,1.5,349
Spring’s Return,MA,2018,03/15/2018,3,349
Spring’s Return,MA,2018,03/23/2018,3,508
Spring’s Return,MA,2018,03/23/2018,10.5,524
Spring’s Return,MA,2018,04/04/2018,8.625,651
Spring’s Return,MA,2018,03/19/2018,12,679
Spring’s Return,MA,2018,03/19/2018,6,680
Spring’s Return,MA,2018,03/22/2018,15,684
Spring’s Return,MA,2018,04/11/2018,3,784
Spring’s Return,MA,2018,03/29/2018,10.5,989
Spring’s Return,MA,2018,03/23/2018,4.5,1004
Spring’s Return,MA,2018,05/18/2018,5.6,1041
Spring’s Return,MA,2018,03/23/2018,21,1051
Spring’s Return,MA,2018,03/20/2018,4.5,1089
Spring’s Return,MA,2018,03/28/2018,18,1150
Spring’s Return,MA,2018,03/22/2018,6,1168
Spring’s Return,MA,2018,04/09/2018,9,1252
Spring’s Return,MA,2018,03/23/2018,13.5,1693
Spring’s Return,MA,2018,03/23/2018,19.5,1729
Spring’s Return,MA,2018,03/30/2018,7.5,1751
Spring’s Return,MA,2018,03/27/2018,13.5,1753
Spring’s Return,MA,2018,04/03/2018,18,1758
Spring’s Return,MA,2018,03/23/2018,4.5,1922
Spring’s Return,MA,2018,03/27/2018,6,1938
Spring’s Return,MA,2018,04/10/2018,4.5,1939
Spring’s Return,MA,2018,03/27/2018,9,1948
Spring’s Return,MA,2018,04/18/2018,6,1961
Spring’s Return,MA,2018,03/29/2018,10.5,1995
Spring’s Return,MA,2018,04/10/2018,3,1996
Spring’s Return,MA,2018,03/29/2018,22.5,2029
Spring’s Return,MA,2018,03/23/2018,3,2055
Spring’s Return,MA,2018,03/29/2018,12,2070
Spring’s Return,MA,2018,03/27/2018,21,2138
Spring’s Return,MA,2018,05/24/2018,12,2353
Spring’s Return,RI,2018,04/18/2018,36,801
Spring’s Return,RI,2018,03/28/2018,67.5,1128
Spring’s Return,RI,2018,03/28/2018,36,1467
Spring’s Return,RI,2018,03/20/2018,6,1506
Spring’s Return,RI,2018,03/28/2018,21,1563
Springs Return,MA,2018,03/22/2018,4.5,1190
Springs Return,MA,2018,03/30/2018,19.5,1761
Stonehill College,MA,2018,11/02/2018,10.5,410
Tranchina,NY,2018,09/21/2018,8.6,1458
Wakeman,MA,2018,10/12/2018,3.75,2281
Water and Sewer Department,MA,2018,10/10/2018,18,1673
Weston Quarry LLC,MA,2018,10/16/2018,11.2,612
Weston Quarry LLC,MA,2018,10/16/2018,22.4,613
White,RI,2018,10/23/2018,22.5,1563
Wilsker,MA,2018,10/25/2018,13.5,1291
Winter’s Bounty,CA,2018,02/26/2018,30,2007
Winter’s Bounty,MA,2018,03/06/2018,16.5,353
Winter’s Bounty,MA,2018,03/15/2018,16.5,402
Winter’s Bounty,MA,2018,03/15/2018,3,437
Winter’s Bounty,MA,2018,03/14/2018,12,454
Winter’s Bounty,MA,2018,02/01/2018,3,520
Winter’s Bounty,MA,2018,03/06/2018,22.5,529
Winter’s Bounty,MA,2018,03/19/2018,19.5,991
Winter’s Bounty,MA,2018,03/19/2018,10.5,992
Winter’s Bounty,MA,2018,03/14/2018,9,994
Winter’s Bounty,MA,2018,02/27/2018,13.5,1274
Winter’s Bounty,MA,2018,03/19/2018,3,1302
Winter’s Bounty,MA,2018,03/19/2018,9,1371
Winter’s Bounty,MA,2018,03/06/2018,4.5,1403
Winter’s Bounty,MA,2018,02/01/2018,4.5,1574
Winter’s Bounty,MA,2018,02/26/2018,9.24,1695
Winter’s Bounty,MA,2018,02/27/2018,24.75,1725
Winter’s Bounty,MA,2018,03/05/2018,13.5,1759
Winter’s Bounty,MA,2018,02/04/2018,6,1762
Winter’s Bounty,MA,2018,03/15/2018,22.5,1768
Winter’s Bounty,MA,2018,02/26/2018,24,1815
Winter’s Bounty,MA,2018,01/16/2018,1.5,1849
Winter’s Bounty,MA,2018,03/08/2018,3,1864
Winter’s Bounty,MA,2018,02/12/2018,4.5,1865
Winter’s Bounty,MA,2018,03/13/2018,1.5,1868
Winter’s Bounty,MA,2018,03/19/2018,3.75,1953
Winter’s Bounty,MA,2018,02/01/2018,3,2012
Winter’s Bounty,MA,2018,03/06/2018,10.5,2038
Wolf,MA,2018,10/19/2018,4.2,2284
Wyckoff,CT,2018,10/06/2018,13.5,1257
NA,MA,2018,07/31/2018,11.62,613
NA,MA,2018,07/31/2018,12.88,615
NA,MA,2018,10/03/2018,30.375,1815
NA,RI,2018,08/09/2018,16.5,1130
